XAN026.AG	Greece_Crete_LBA	Chania (Crete)	3175	Crete_Chania_LBA	Crete_LATE
XAN028.AG	Greece_Crete_LBA	Chania (Crete)	3225	Crete_Chania_LBA	Crete_LATE
XAN030.AG	Greece_Crete_LBA	Chania (Crete)	3225	Crete_Chania_LBA	Crete_LATE
XAN031.AG	Greece_Crete_LBA	Chania (Crete)	3225	Crete_Chania_LBA	Crete_LATE
XAN034.AG	Greece_Crete_LBA	Chania (Crete)	3225	Crete_Chania_LBA	Crete_LATE
XAN036.AG	Greece_Crete_LBA	Chania (Crete)	3225	Crete_Chania_LBA	Crete_LATE
XAN040.AG	Greece_Crete_LBA	Chania (Crete)	3300	Crete_Chania_LBA	Crete_LATE
XAN042.AG	Greece_Crete_LBA	Chania (Crete)	3300	Crete_Chania_LBA	Crete_LATE
XAN053.AG	Greece_Crete_LBA	Chania (Crete)	3300	Crete_Chania_LBA	Crete_LATE
I14916.AG	Greece_Crete_Zakros_Karaviadaina_BA	"Karaviadaina (Crete, Zakros)"	3768	EXCLUDED	Crete_EARLY
I9123.AG	Greece_Crete_NecropolisofArmenoi_BA	"Necropolis of Armenoi (Crete, NW coast)"	3300	EXCLUDED	Crete_LATE
I9005.AG	Greece_Crete_HgCharalambos_EMBA	"Lasithi (Crete, Ierapetra, Schinokapsala, Vornospilia)"	4000	Crete_Lasithi_EMBA	Crete_EARLY
I0071.SG	Greece_Crete_HgCharalambos_EMBA	"Lasithi (Crete, Ierapetra, Schinokapsala, Vornospilia)"	4000	Crete_Lasithi_EMBA	Crete_EARLY
I9127.AG	Greece_Crete_MoniOdigitria_BA	"Moni Odigitria (Crete, Heraklion)"	3900	EXCLUDED	Crete_EARLY
I9129.AG	Greece_Crete_MoniOdigitria_BA	"Moni Odigitria (Crete, Heraklion)"	3900	EXCLUDED	Crete_EARLY
I9130.AG	Greece_Crete_MoniOdigitria_BA	"Moni Odigitria (Crete, Heraklion)"	3900	EXCLUDED	Crete_EARLY
I9131.AG	Greece_Crete_MoniOdigitria_BA	"Moni Odigitria (Crete, Heraklion)"	3900	EXCLUDED	Crete_EARLY
kro008.SG	Greece_Crete_LBA	Heraklion (Crete)	3143	EXCLUDED	Crete_LATE
kro009.SG	Greece_Crete_LBA	Heraklion (Crete)	3135	EXCLUDED	Crete_LATE
XAN003-007.AG	Greece_Crete_LBA	Chania (Crete)	3250	Crete_Chania_LBA	Crete_LATE
XAN051_d.AG	Greece_Crete_LBA	Chania (Crete)	3300	Crete_Chania_LBA	Crete_LATE
XAN041_d.AG	Greece_Crete_LBA	Chania (Crete)	3300	Crete_Chania_LBA	Crete_LATE
XAN024_d.AG	Greece_Crete_LBA	Chania (Crete)	3175	Crete_Chania_LBA	Crete_LATE
