"added","rep","n","chisq","p","exhibit_chisq","null_min","null_max","null_median","outside_null","naive_prediction"
"Israel_Natufian",10,792319,17.6164132637833,0.00346763205160093,11.9428120215504,13.4140503255066,23.0792530266215,18.6976708676724,TRUE,9.91997885489026
"Israel_Natufian",11,792399,13.4140503255066,0.0197927143000091,11.9428120215504,13.4140503255066,23.0792530266215,18.6976708676724,TRUE,9.91997885489026
"Israel_Natufian",12,792087,23.0792530266215,0.000325990346893977,11.9428120215504,13.4140503255066,23.0792530266215,18.6976708676724,TRUE,9.91997885489026
"Israel_Natufian",13,791953,17.3680861687811,0.00385211196540596,11.9428120215504,13.4140503255066,23.0792530266215,18.6976708676724,TRUE,9.91997885489026
"Israel_Natufian",14,792320,19.1375446514824,0.00181197155686317,11.9428120215504,13.4140503255066,23.0792530266215,18.6976708676724,TRUE,9.91997885489026
"Israel_Natufian",15,792101,16.5839705493484,0.0053602835203493,11.9428120215504,13.4140503255066,23.0792530266215,18.6976708676724,TRUE,9.91997885489026
"Israel_Natufian",16,791999,18.7307931300134,0.0021571170727763,11.9428120215504,13.4140503255066,23.0792530266215,18.6976708676724,TRUE,9.91997885489026
"Israel_Natufian",17,792105,18.4077376435626,0.00247650382898969,11.9428120215504,13.4140503255066,23.0792530266215,18.6976708676724,TRUE,9.91997885489026
"Israel_Natufian",18,792071,19.2165811632643,0.00175149834108936,11.9428120215504,13.4140503255066,23.0792530266215,18.6976708676724,TRUE,9.91997885489026
"Israel_Natufian",19,792176,18.3605371006067,0.00252689365531676,11.9428120215504,13.4140503255066,23.0792530266215,18.6976708676724,TRUE,9.91997885489026
"Israel_Natufian",20,792220,13.4687633361786,0.0193604097289046,11.9428120215504,13.4140503255066,23.0792530266215,18.6976708676724,TRUE,9.91997885489026
