third,own_basis,w_third,z_third,p,positive_and_sig
Iran_GanjDareh_N_QC,122862,20.357089919005443,3.097913787955404,0.39831560123609894,TRUE
Georgia_Kotias_QC,124377,32.59020163544254,2.9660717591840418,0.27096099725736206,TRUE
Turkey_Epipaleolithic,102314,-35.44648388525834,-1.65156002086342,0.3535034100631805,FALSE
Turkey_PPN_QC,124372,-173.57687258427092,-1.1513162449534609,0.07132521323887808,FALSE
