model,p,w_anchor,w_steppe,z_steppe
Greece_Minoan_POOL + Russia_Eneolithic_Steppe_QC,0.10908470348156021,94.04074698622122,5.95925301377878,1.093688618257458
Greece_Minoan_POOL + Russia_Yamnaya_QC,0.17057410378848578,87.39067749498756,12.609322505012447,1.496281018746663
