third,w_third,z_third,w_anchor,w_steppe,z_steppe,p,third_ok,all_terms_ok
Iran_GanjDareh_N_QC,15.508455137024182,2.3382183936005334,70.88753391579309,13.604010947182738,2.293561555784432,0.83811207346119,TRUE,TRUE
Georgia_Kotias_QC,26.271135965529485,2.3288856195805234,63.619542780174456,10.109321254296063,1.7421470468618852,0.8145494323082605,TRUE,FALSE
Turkey_Epipaleolithic,-36.045823398189235,-1.61610694138805,114.8996766146323,21.146146783556947,1.8882567380048063,0.3159300882229276,FALSE,FALSE
Turkey_PPN_QC,-119.5038396053546,-1.3189402468096194,196.56209926861035,22.941740336744253,1.5894096859484754,0.3926094287477849,FALSE,FALSE
