third_source,w_anchor,z_anchor,w_third,z_third,w_steppe,z_steppe,p,admissible
Iran_GanjDareh_N_QC,70.88753391579309,6.590355666538497,15.508455137024182,2.3382183936005334,13.604010947182738,2.293561555784432,0.83811207346119,TRUE
Georgia_Kotias_QC,63.619542780174456,4.659914359999073,26.271135965529485,2.3288856195805234,10.109321254296063,1.7421470468618852,0.8145494323082605,FALSE
Turkey_Epipaleolithic,114.8996766146323,8.094152593646392,-36.045823398189235,-1.61610694138805,21.146146783556947,1.8882567380048063,0.3159300882229276,FALSE
Turkey_PPN_QC,196.56209926861035,2.5018953970825524,-119.5038396053546,-1.3189402468096194,22.941740336744253,1.5894096859484754,0.3926094287477849,FALSE
