"added","n","loss","chisq","p","chisq_ratio","weights"
"Turkey_Epipaleolithic",746953,0.168256580595664,10.2243836542904,0.0691214251820452,0.733729573816929,"69.7% / 30.3%"
"Israel_Natufian",639313,0.28811534234464,11.9428120215504,0.0355798461943403,0.857048666309663,"71.1% / 28.9%"
