"frac","n","chisq_rej","chisq_ok","ratio_rej","ratio_ok","n_ratio"
0.5,556426,17.5309286502375,8.42979071505164,1.25806711114133,1.61921715413241,0.61958873434537
0.75,834539,18.0563462271491,8.31996869074491,1.29577250520892,1.59812224066778,0.929271750011413
