model,pred,null_median,null_q05,observed,p_emp,compositional
MyDNA <- Minoan + Eneolithic,12.455012345131127,13.53707489513749,10.897146483647381,7.36,0.047619047619047616,TRUE
MyDNA <- Minoan + Yamnaya,10.882170584191972,12.031884828991693,9.495264474585557,6.17,0.047619047619047616,TRUE
